Text,language
"@RajatSharmaLive  Sir, last year you had blamed  in your channel Tablighi Jamaat for spread of covid 19 in India. What's is your view about Kumbh Mela ? In Tablighi jamaat on 5k people were gathered where in Kumbh mela 600k...",en
"April 2021: Kumbh Mela attended by 3.5 million pilgrims.  Over 1,700 test positive for COVID-19 in Kumbh Mela over 5-day period. R factor for India at the moment is estimated to be around 1.5-1.6. That means 1,700 will spread the virus to 2,550-2,720 persons. (4/4)",en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19 - NDTV  https://t.co/Zw8Vx0P4iN,en
Haridwar Maha Kumbh Mela 2021 | Panchayati Niranjani Akhada | COVID 19 |...  https://t.co/kNpbYVOKYv via @YouTube,hi
@VHPDigital @RSSorg @BJP4India @KapilMishra_IND @majorgauravarya @RakhiSinha     Haridwar Maha Kumbh Mela 2021 | Panchayati Niranjani Akhada | COVID 19 |...  https://t.co/8v1mwB2nD0 via @YouTube,hi
"Setelah berpatisipasi dalam Kumbh Mela, ratusan orang termasuk 9 pemuka agama dinyatakan positif terinfeksi Covid-19. #India #KumbhMela  https://t.co/bBLnozZEwo",in
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19   https://t.co/wL5iTvcI6L,en
"#Kumbhmela #covid-19  Kumbh mela has been attended by 48+ lakhs people despite of the 2nd wave of covid-19 present in the country and already from kumbh mela 1,701 people tested positive for covid-19. Kumbh mela was so necessary in this situation?  #pic credit:-The Quint  https://t.co/M1DUSvklLr",en
What an achievement !!   Top seer at Kumbh Mela in Haridwar dies of Covid-19  https://t.co/xKvZSgkHka,en
Haridwar Maha Kumbh Mela 2021 | Panchayati Niranjani Akhada | COVID 19 |...  https://t.co/x2NArH3GxJ via @YouTube  @narendramodi @AmitShah @TheDeepak2020In @AchAnkurArya @KapilMishra_IND @SushantBSinha @SudhanshuTrived @sudhirchaudhary,hi
Haridwar Maha Kumbh Mela 2021 | Panchayati Niranjani Akhada | COVID 19 |...  https://t.co/Ea0nJiqdrC via @YouTube,hi
"DEHRADUN: Seers of other akhadas in Haridwar on Friday demanded an apology from Niranjani Akhada for announcing the ""conclusion"" of the Kumbh Mela in view of a surge in COVID-19 cases, saying it did not have the right to do so.  Read more at:  https://t.co/jqapT4jhzp  https://t.co/578RAu7UuH",en
"Kumbh Mela: Top seer dies of Covid-19, several others infected | Indiablooms - First Portal on Digital News Management  https://t.co/jiLpJHTsmN #KumbhMela , #KumbhMela2021 , #Covid19, #Coronavirus, #CovidDeaths",en
Haridwar Maha Kumbh Mela 2021 | Panchayati Niranjani Akhada | COVID 19 |...  https://t.co/y08dehDLdF via @YouTube,hi
Watch news channels and it appears that people are dying of COVID 19 only due to Kumbh Mela and only in Gujarat and UP. बाक़ी हर जगह खरियत है ।,en
BJP MLA Says He Visited Kumbh Mela and Was COVID-19 Positive  https://t.co/ql9u0q0H4A via @thewire_in,en
Haridwar Maha Kumbh Mela 2021 | Panchayati Niranjani Akhada | COVID 19 |...  https://t.co/HhLZK07X5a via @YouTube,hi
Surprise! Surprise! 🙄   Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/MC0r3wlESc,en
"@nottheamit Count ur blessings, bro. At least he is not adding to the Covid-19 mess in Delhi. What would u say if he too gave some tantra mantra gyan, like the Uttarakhand CM on necessity of Kumbh Mela in the midst of a pandemic #COVIDー19 #COVID19 #KumbhMela",en
India- Uttarakhand: Top seer at Haridwar Kumbh Mela dies of COVID-19  https://t.co/FnQC6dn8xa  https://t.co/o4jL8W4Ues,hi
Niranjani Akhada exits Kumbh Mela due to rising COVID-19 cases #COVID19 #KumbhMela  https://t.co/rbVTYtMYd7,in
Kumbh Mela 2021: Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/hWfnibOxFo,hi
"BJP Government is hinduphobic, it allows Kumbhmela without any restriction and made lakhs of Hindus life under threat due to covid-19.  The same government protects the Muslims by restricting the Ramdaan  congregation at Nizamudddin .  PS- Kumbh mela is The hotspot of COVID 19 .",en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19 - NDTV   Was he thinking Gods were on his side? Or was he taken straight to heavens? How could politicians be so shallow and indecisive? And how could people be so stupid?    https://t.co/jeWu3vjKnM,en
@PaulNatt1 @ashoswai If you're from 🇮🇳. You must speak about checking COVID-19 surge in India where it's daily 200k+. 1000s are dying daily &amp; death nos. are concealed from the public. Festivities like Kumbh Mela &amp; rallies like today's of Amit Shah in Krishnanagar are being endorsed by the state.,en
"@SrBachchan What about covid 19, kumbh mela sir,",en
"Following the death of Nirwani akhada's Mahamandaleshwar Kapil Dev Das, who died at the age of 65 due to COVID-19 on April 13, Niranjani akhada announced to exit the Haridwar Kumbh Mela, from April 17. #niranjaniakhada #kumbhmela2021 #COVID19 #coronavirus #haridwar #KAPILDASDEV  https://t.co/003uJXOrFE",en
"Over 1,700 people have tested positive for COVID-19 in the Haridwar Kumbh Mela  https://t.co/avE3lduyVB",en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/gEyN9a5UM5  #News247live #TBG #LiveStockRates #CovidDeaths #COVID19 #covid19positive #Covid19restrictions #Haridwar #HolyMen #KumbhMela #KumbhMela2021 #Mahakumbh #MahaKumbh2021 #Uttarakhand  https://t.co/jbhYzbkzqC,en
"கைலாசமோ, வைகுந்தமோ.. ஆழ்ந்த வருத்தங்கள்.. குளிப்பதைக் கூடப் புண்ணியம் எ. கருதும் நீராடிய பல்லாயிரம் அப்பாவி மக்களுக்காக. --- Top Seer At Kumbh Mela  In Haridwar Dies Of COVID-19   https://t.co/AueIrXwmvn via @ndtv",ta
Kumbh Mela 2021: Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/cbJA34aArt,hi
"Due to the Covid-19 pandemic, this year’s Kumbh Mela which usually continues for four months was already curtailed to one month.   https://t.co/G39PAUY9Mp",en
"Lonjakan kasus Covid-19 di India datang bersamaan dengan Festival Kumbh Mela yang berpusat di sungai Gangga. Setidaknya, lebih dari 3 juta umat Hindu mengikuti festival ini. #VideoBerita  https://t.co/QXaSEU3Gi2",in
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/GVcYDjOMlE,en
@Dinesh3018 Prejudiced. Scores of Indians are dying due to brazen violation of SOP's for covid-19. An illiterate FEKU bjp cadre is campaigning for his political party flouting all covid-19 protocols in place. Kumbh mela allowed to please Hindu devotees.,en
#Corona #stopkumbhmela #stopreligeousactivities   Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19   https://t.co/CkvGQ7A9c2,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/5vj4o7kr1U,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/y77zjeScFV,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/pwYEjDP1II,en
"#Coronavirus #India #16Abr:  El covid-19 no evitó la celebración del Kumbh Mela (Peregrinación Religiosa), cientos de indues entraron en el río Ganges.  India es el 1er país con más casos de Covid19 a nivel mundial con 216.850 contagios en un día.  https://t.co/ZuJLVxjFoF",es
Whaddya know ?   Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19   https://t.co/vZiplwcCNX,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/TAmblU80tW,en
"If a person blames Kumbh Mela for being a super spreader of Covid-19, will he or she be branded anti-Hindu or anti-national? #Corona #COVID19India #KumbhaMela",en
കുംഭമേളയിലെ മുഖ്യ പുരോഹിതൻ കോവിഡ്​ ബാധിച്ച്​ മരിച്ചു; 80ലധികം മത നേതാക്കള്‍ക്കും കോവിഡ് | Top Seer At Kumbh Mela Dies Of COVID-19 | Madhyamam  https://t.co/dx20ol0Dh1 via @madhyamam,ml
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19 - NDTV  https://t.co/XmU80x58q7 . Sad sad poor man.,en
Kumbh Mela: Top seer in Haridwar dies of Covid-19   https://t.co/YvUg78Gqa9,en
"@Akarsh03900032 @kafiravadh Coronavirus | Over 1,700 test positive for COVID-19 in Kumbh Mela over 5-day period - The Hindu  https://t.co/O0KgtvptIW",en
Karnataka restricts gatherings outdoors to 200 people to prevent spread of Covid-19. Uttarakhand organises Kumbh Mela where lakhs converge outdoors. There must be some logic or commonality here. Can someone explain that logic. Thanks in advance #COVIDー19,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19! ⁦@TIRATHSRAWAT⁩ has blood on his hands. #corona #kumbhmela   https://t.co/3TkoqfKKP5,en
@JamwalNidhi @GaonConnectionE What precautions wold be tken by concerned States for peoples returning from Kumbh Mela at Haridwar in view of most of the States/UTs are already facing COVID-19 crisis.,en
Now the results: Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19. #KumbhMela  https://t.co/ezOasq1yGG,en
"Mii de participanţi la festivalul religios Kumbh Mela, de pe malul râului Gange, s-au îmbolnăvit de COVID-19.   https://t.co/ainnR4JIUp",ro
"Haridwar Kumbh Mela: Amid Increasing Covid-19 Cases, Niranjani Akhada Announces Conclusion Of Kumbh On Saturday  https://t.co/eUur8BotEz via @swarajyamag",en
Why CM of UK shall not arrest under criminal law of delebrate intention like other cases of Delhi arrested.? Is law diffrent from one administrative to other? Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19 - NDTV  https://t.co/svuz9WEDEA,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/6vaDYRYUtf,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19 - NDTV   https://t.co/o4hWPBuzlm,en
"@CMOMaharashtra @narendramodi *Kumbh Mela, Haridwar se Maharashtra aa rahe Teertha Yaatriyon ko Quarantine karen ""Super Covid -19 Spreader"" ho sakte hai *Unka Health Status check kiya jaaye. Fake COVID-19 ki reports toh carry nahi kar rahe, yeh bhi check hona chahiye*",hi
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/norq8mUmsE via @ndtv,en
"Malaika Arora is shocked to see a large crowd gathering at Kumbh Mela 2021 amid COVID-19 pandemic, urges people to 'stay in and stay safe'    Read full news from source  visit  https://t.co/DhfF6vHrGB  https://t.co/FeMPtC0n8P",en
@parthpunter @d_s_thakur Maharashtra tops the list of states affected by Covid 19 virus bevause of Kumbh Mela &amp; Elections ... ok,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/ay710I8Kxv,en
"Kumbh Mela: After over 1700 people tested positive for Covid-19 (in random testing b/w April 10-14), Niranjani Akhada, one of the 13 Akhadas participating, decides to opt-out of the event from tomorrow.  Listen in.  Mohit Bhatt with news analysis. | #KumbhCovidConundrum  https://t.co/ihEzCFJb6n",en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/RFpjTBw3oL,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/9gRxIp1Myt,en
kumbh mela contain 10 times bigger gathering then kissan andolan.   if pm modi really cares about covid 19 he should go cancel this fair right now    no more lies modi ❌  #KumbhCorona #ModiGovtSeNaHoPayega,en
But none of the farmers have contracted Covid 19. Is this Coronavirus appeal only for Ethnic minorities? What about the vast crowds at Kumbh mela and the Govts. political rallies? #Fascist,en
"Covid 19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights | India News - Times of India. #TablighiJamaat vs #Extremists   https://t.co/5nZUVJLy49",en
Top Seer at Kumbh Mela in Haridwar Dies from COVID-19  https://t.co/mBFR6ViO08,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/C8zY1OAlSs  https://t.co/8E6mW6UIRf,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/Qy0hbojZkx,en
Top Seer At Kumbh Mela In Haridwar Dies Of COVID-19  https://t.co/cxf4MuDhJW  https://t.co/wIrdCgsXoq,en
#NewDelhi Seorang ketua agama Hindu meninggal dunia akibat Covid-19 selain 80 yang lain disahkan positif selepas menyertai festival Kumbh Mela yang turut dihadiri jutaan individu lain.  https://t.co/C8uNXqKlrr,in
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head  https://t.co/0vnhboSDJI via @timesofindia,in
"""I am Covid-19 positive, Still Attended Kumbh Mela"": UP BJP MLA Defends Massive Crowds In Haridwar  https://t.co/FLgq4RMERl",en
"- Kumbh Mela - Baisakhi at Gurudwara - Ramadan  - BJP Rally - Congress Rally  - TMC Rally - Rally calling for beheading  - Farmers Protest   You’re biased &amp; selective, not Covid-19! All these should’ve been avoided &amp; not just BJP rally &amp; Kumbh.   #CoronaSecondWave",en
"Kumbh Mela 2021: Ravindra Puri Maharaj, Niranjani Akhada Secretary, Tests Positive For COVID-19 #KumbhMela2021 #NiranjaniAkhada #RavindraPuriMaharaj  #Haridwar #Uttarakhand   https://t.co/dVjHjDXJRk",in
"#Stalking Infeksi COVID-19 di India mencapai rekor pada Rabu, ketika ratusan ribu umat Hindu berkumpul untuk mandi di Sungai Gangga untuk rangkaian festival kendi atau Kumbh Mela. | #DriveNJive",in
Our Kumbh Mela is going places Modiji !!!  Top seer at India religious mega-festival dies from Covid-19  https://t.co/QB1wy83nTY via @YahooNews,en
Breaking News LIVE: Niranjani Akhara's Ravindra Puri tested positive for COVID-19 after attending Kumbh Mela in Uttarakhand's Haridwar  https://t.co/75EFDstHqp  https://t.co/i4RLeFxWwu,in
"@Reuters Not only election rallies, d ' Massive Mass bathing ceremony in '#MahaKumbh2021' @ Haridwar might become a disaster!    No masks, no #SocialDistancing &amp; #Covid_19 protocol tossed away.This was d scene at Haridwar Kumbh Mela ! I thought Muslims r careless, but Hindus r also same!  https://t.co/hiwRT8NyqX",en
Kumbh Mela: 30 Sadhus test positive for COVID-19 Kumbh Mela: 30 Sadhus test positive for COVID-19At least 30 sadhus tested positive for coronavirus in the mega Kumbh Mela at Uttarakhand’s Haridwar. Kumbh Mela 30 Sadhus test positive for...  https://t.co/mbJ14HQbPx,en
Kumbh Mela: 30 Sadhus test positive for COVID-19  https://t.co/cfUs1ipacs,en
"@Devendrakhileri #Country of #Traitors. To throw COVID-19 from India, our Mighty leaders conducted thousands of political rallies, made people huddle in long lines for the vote, food, water, ticket and buses, organized world record creating Kumbh Mela to get the #COVID_Killer Ganga Mai blessing.",en
Covid-19 at Maha Kumbh Mela: Top seer dies.  #WhereIsPM,en
"கும்பமேளா ஷாக்- நிர்வாண சாதுக்கள் தலைவர் கொரோனாவுக்கு பலி- ஒரே நாளில் 2,220 பேருக்கு பாதிப்பு! | 2,220 test positive for Covid-19 at Kumbh Mela in 24 hours; Nirwani akhada head dies - Tamil Oneindia  https://t.co/JsHXqpiKwJ",und
"#Country of #Traitors. To throw COVID-19 from India, our Mighty leaders conducted thousands of political rallies, made people huddle in long lines for the vote, food, water, ticket and buses, organized world record creating Kumbh Mela to get the #COVID_Killer Ganga Mai blessing.",en
"@swaparhi @ANI No don't blame MH, the coronavirus has spread all across India. It's the collective carelessness of people who didn't wear masks and roamed around partying. On Kumbh,1,701 Covid-19 cases detected at Kumbh Mela in past 5 days and Mahamandaleshwar Kapil Dev Das, died from Covid-19",en
"Coronavirus | Over 1,700 test positive for COVID-19 in Kumbh Mela over 5-day period  https://t.co/WKXPssmnXd",en
"@narendramodi @BJP4India @TIRATHSRAWAT Sometimes decisions should be taken using mind over heart. People do not understand larger good. U all have created a time bomb.  Covid-19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights  https://t.co/FaUI2ipKdM",en
"Covid 19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exits  https://t.co/74ScM28YOD",in
If You want to get rid of corona then go to Kumbh mela in Haridwar and take a holy bath in holy Ganga (Shahi Snan) in place of taking vaccine for covid-19...............  That`s why we are exporting vaccine and facilitating Kumbh mela !!,en
Last year around this time people attend the Jamat at Markaz and tagged as a Corona Jihad into the country and now as Haridwar reported over 1000 cases  of Covid - 19 but they are silent over Kumbh mela crowd . Why ?    #KumbhDuringCovid #CoronaPandemic #COVID19,en
Secretary of the Niranjani Akhada Mahant Ravindra Puri said that “most of the saints and their followers” in the camps at Haridwar have Covid-19 like symptoms due to which saints of the akhada have decided to end the Kumbh Mela mela from April 17 #KumbhMela,en
@aajtak @myogiadityanath @SwetaSinghAT Haridwar kumbh Mela was more important than student's career. India is having the worst government. Religion and being religious is just a show off. Snaan is just another way to pollute rivers. Covid 19 is a pandemic. It's so simple to understand that we need to maintain distance,en
"@TheDeshBhakt @viswatejarathod Covid-19 Second Wave in India can be blamed largely on Prime Minister Narendra Modi and Home Minister Amit Shah, and their reckless messaging through overcrowded, unmasked election rallies as well as the Kumbh Mela   https://t.co/vCHgzQe8TG",en
The Logical Indian apologizes for the incorrect statement that claimed BJP leader Sunil Bharala attended Kumbh Mela while he was infected with COVID-19.  https://t.co/R1GdYEBmBN,en
Kumbh is taking the country to it's end ... A thousand of people are affected by Covid-19 this year by kumbh mela...  https://t.co/qdq89bDUFx,en
"COVID-19 protocol not  followed in Kumbh Mela ,why Govt. not take action against it.",en
"Welcome to India Our priorities are Elections, Kumbh Mela and more gathering. #WhereIsPM #COVIDSecondWave #COVIDEmergency ""India records more than 200,000 fresh COVID-19 infections in 24 hours""   https://t.co/KMqpfHt4Y9",en
Covid-19: India's Kumbh Mela festival a 'super spreader' event linked to over 1000 positive cases  https://t.co/KEW52Wg7or  https://t.co/k1Z4y1FraW,en
"Several Contract Covid-19 During Kumbh Mela, Niranjani Akhada Announces Exit  #kumbhmela #covid #india #coronavirus    https://t.co/bY5SMyHt7y",ro
"We had plenty of time to prepare for the 2nd wave of Covid-19. However, the Modi Govt was busy preparing for Assam Elections, Bengal Elections, Organising Kumbh Mela and Exporting Vaccines. Disgusting. #KumbhMela #CoronaKumbh  #WhereIsPM  #COVID19India  #COVIDSecondWave",en
Festival Kumbh Mela Picu 200.000 Kasus Covid-19 Per Hari di India  https://t.co/ywTd64P0se  https://t.co/gSqj23bR3O,in
"Haridwar Kumbh Mela: Amid spike in Covid-19 cases, Niranjani Akhada announces conclusion of Kumbh  #KumbhMela #COVID19   https://t.co/nUtcTzST55",in
@BefittingFacts sir can you please verify what thelogicalindian portal is saying about the bjp mla sunil bhalara. That he attended kumbh mela despite of being covid-19 positive?,en
Malaika Arora is shocked to see a large crowd gathering at Kumbh Mela 2021 amid COVID-19 pandemic  https://t.co/HWzKvUGcbu,en
"@PranaavSurya @KiritSomaiya @BJP4Maharashtra The blame of deaths of all the sadhus cause of Covid 19 in kumbh mela should be on PM, HM and CM of Uttarakhand. Dint they knew the repercussions ofthiskind of religious gathering without any control?? They are the killers..",en
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head dies  https://t.co/qgWaKEsDpi #COVID19 #Covid #KumbhMela2021  #Uttarakhand #Haridwar,en
"Haridwar, INDIA: 🇮🇳 🛕🛕 *KUMBH MELA 2021* *Covid-19: 2nd largest akhada exits Kumbh after Nirwani head dies.*   https://t.co/fx7odh61Zi  #KumbhCorona #KumbhMela #KumbhMela2021 #Markaz #Corona #COVID19",in
@Fashionopolis Why is it so that people at Kumbh Mela have tested positive in large numbers and people at Rallies not suffering through Covid-19 ...kya jaadu Hain ye ?,en
Kumbh Mela 2021: Bairagi Saints Annoyed With Niranjani Akhada For Opting Out of The Holy Festival Amid Rise in COVID-19 Cases  #KumbhMela2021 #BairagiSaints #NiranjaniAkhada #COVID19 #Haridwar #Uttarakhand   https://t.co/heUiDNhUwy,en
So kumbh mela and political rallies are the top priorities for the government.. Is this a way to prevent the spread of Covid-19??  #KumbhCorona  #COVIDSecondWave  #ModiStopElectionRallies  https://t.co/Jqb4CkS87k,en
Urging @PMOIndia @cmouttarakhand  to kindly stop this Kumbh Mela immediately 🙏🙏🙏 NO ONE IS TAKING PRECAUTIONARY MEASURES. Requesting to Lock the borders of Haridwar for people moving outside the city. This is the only solution to prevent COVID-19 from super spreading.,en
"Tablighi jamaat attendees were blacklisted and criminal cases were registered on them. What action will the @narendramodi will take on the attendees of Kumbh Mela and also on the literate/ illiterate politicians in power who support such gathering, flaunting away COVID-19 norms?",en
"timesofindia: Covid-19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit   https://t.co/GMqkJpL4Bz  https://t.co/IC4g8owh1C",in
30 sadhus at Kumbh Mela test positive for COVID-19 in Haridwar . . #IHT #TRENDING #INDIA #sandhu #kumbhmela #mela #test #positive #covid_19 #haridwar Read more at:  https://t.co/8LHrNtuDwv  https://t.co/4J97UeE6ZW,en
"New Tumblr post: ""Karnataka makes COVID-19 tests mandatory for pilgrims returning from Haridwar Kumbh Mela""  https://t.co/jVft2nccDD News, Topnews",en
The chief seer has died of Covid-19 complications! This is just shocking! Why did they have to organise this Kumbh Mela during the pandemic? Ridiculous!  #KumbhMela2021 #CoronavirusIndia,en
Karnataka makes COVID-19 tests mandatory for pilgrims returning from Haridwar Kumbh Mela | India News  https://t.co/d7pPmIIjj8,en
@HartoshSinghBal Kumbh Mela 2021: Head of Maha Nirvani Akhara suffering from COVID-19 dies in Uttarakhand  https://t.co/Jy9jJWO4y5,in
Karnataka makes COVID-19 tests mandatory for pilgrims returning from Haridwar Kumbh Mela | News   https://t.co/5kWf4xpErr,en
"68 top seers &amp; head of various sects have tested positive. The head of #NiranjaniAkhara has died, yet its business as usual #KumbhMela2021 Covid 19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights | India News - Times of India  https://t.co/rDaDLOjjhl",en
"2,167 positive COVID-19 cases in Haridwar in last five days; Kumbh Mela to continue  https://t.co/WjWO9kC2re  https://t.co/HSphZZ4pqe",en
Kumbh Mela: Akhara head from Madhya Pradesh dies after testing positive for Covid-19  https://t.co/IQtMZLGA5o via @scroll_in,en
"2,167 positive COVID-19 cases in Haridwar in last five days; Kumbh Mela to continue  https://t.co/vb6DzvlYwW  https://t.co/S4FekvtYyg",en
"What??? Bathing in a polluted river doesn’t protect you from Covid?? Your Gods don’t protect you from Covid?? Who would’ve thunk???? Haridwar Kumbh Mela: Over 1,700 test positive for COVID-19 in 5 days  https://t.co/QIMAPdSnIP",en
"Covid-19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights In the wake of the increasing number of Covid-19 cases in the sadhu community at Maha Kumbh and top seers dying of Covid-19 complications , akhadas have started exiting the grand pilgrimag…  https://t.co/8BBFgfr5wy",en
"Haridwar Kumbh Mela: Amid Increasing Covid-19 Cases, Niranjani Akhada Announces Conclusion Of Kumbh On Saturday   https://t.co/G39PAUY9Mp",en
@ShekharGupta @simrin_sirur Kumbh Mela 2021: Head of Maha Nirvani Akhara suffering from COVID-19 dies in Uttarakhand.   https://t.co/Jy9jJWO4y5,in
Actor Karan Wahi Receives Death Threats &amp; Hate Messages After His Post On Naga Babas Gathering At Kumbh Mela Amidst COVID-19 Surge Goes Viral!  https://t.co/MTDhpPrTWl,en
Coronavirus: 30 sadhus at Kumbh Mela test positive for COVID-19 in Haridwar #CoronavirusIndia #coronavirus #Corona #IndiaFightsCorona #COVIDー19 #COVID19India #COVIDSecondWave #KumbhMela   https://t.co/oVSIfxO0Gl,in
"Covid 19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit—Highlights | India News - Times of India  https://t.co/GqVP6Qtvyy Shocking that it was allowed in the first place, when the 2nd wave is seeing a massive spike. The future is grim. Centre has been inept.",en
Coronavirus hits Kumbh Mela 2021: Death of COVID-19 positive Akhada head to rising infections  https://t.co/cOcSdY9r2G,en
"""The main Shahi Snan held on the occasion of Mesh Sankranti on April 14 is over. Many in our akhada are showing Covid-19 symptoms. So, for us the Kumbh Mela is over.""  #kumbhmela2021 #KumbhCorona #KumbhMela    https://t.co/L9ktWZaqYJ",en
"Haridwar Kumbh Mela: हरिद्वार में अब तक 30 साधु पाए गए COVID-19 पॉजिटिव, कल से और तेज़ होगी टेस्ट..... https://t.co/knpa9EKY5Z",hi
"Covid-19 at Maha Kumbh Mela: Top seer dies, Niranjani Akhada announces exit   https://t.co/3uFD6BJjLo  https://t.co/CXFDIgD3Q2",in
"‘Religion will not save India, science will’: Doctor’s view on holding Kumbh Mela despite Covid-19   https://t.co/uZOflMyNdM via @scroll_in",en
"Over 1,700 test positive for COVID-19 in Kumbh Mela over 5-day period  https://t.co/g1I7W1JKuC via @TheSiasatDaily",en
Kumbh Mela: Akhara head from Madhya Pradesh dies after testing positive for Covid-19  https://t.co/SrLty2D9Hz via @scroll_in,en
"It's not that ppl who support Modi r willing to sacrifice their life for Kumbh. I known ppl, on social media they are abusing BJP-- in reality-- participating in Kumbh. Educated, well aware of the seriousness of the covid-19, still they are enjoying #Kumbh_Mela Why Hypocrisy?",en
"Haridwar Kumbh Mela to end on April 17: Niranjani Akhada: hi INDiA Amid worsening Covid-19 situation in the country, the Niranjani Akhada has announced to curtail the ongoing Kumbh Mela at Haridwar. The religious congregation…  https://t.co/Jwk8hZ9xem |  https://t.co/Vhb7EKELqw  https://t.co/1gQ0Qv63ku",en
Kumbh Mela Haridwar: 30 sadhus test positive for Covid-19  https://t.co/l4UJpacOof,en
COVID-19 Crisis: Is Kumbh Mela turning out to be 'super-spreader' event? #kumbhmela2021 #HaridwarMahakumbh2021 #CoronavirusOutbreak #uttrakhand   https://t.co/P40MgsiOTR,en
"👉If Uttarakhand government’s decision to give this year’s Kumbh Mela the green signal amid spiraling Covid-19 infections was reckless, its stubborn refusal to cut short the event is not only grossly irresponsible and short-sighted but also unconscionable  https://t.co/HysybEjaCm",en
"Maha Nirvani Akhara, who attended Kumbh Mela dies of COVID-19 in Dehradun   #KumbhCorona  #whereispm #देश_मोदीजी_के_साथ_है  https://t.co/rTH4hTu6uV",in
विश्व गुरु बनने से एक कदम दूर।  Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head  https://t.co/oQQhKs7Zzo via @timesofindia  @mariya_ali110 @kashaf011 @RizviRehana @RizviSaira16 @AIMIM_Officiall @askabdulqadir @aimimupofficial @Writersahiba,et
Many seers showing Covid-19 symptoms: Two of 13 akhadas opt out of Kumbh Mela  https://t.co/miMjw42TTX via @indiatoday No shit Sherlock!!,en
@ANI But election rallies &amp; kumbh mela which are the real spreader of covid-19 is allowed to continue 🤔,en
Kumbh mela Latest news: ഹരിദ്വാറിൽ 30 സന്യാസിമാർക്ക് കൊവിഡ്; കുംഭമേളയിൽ നിന്ന് പിന്മാറി നിരഞ്ജനി അഖാഡ – 30 sadhus participating in the mega kumbh mela at haridwar tested positive for covid-19  https://t.co/a8PbbUUO6L,und
Kumbh Mela 2021:  More than 2400 sadhus in Haridwar test Covid-19 positive.   #WhereIsPM  https://t.co/F7cR5jKN7o,en
"Over 1,700 test positive for Covid-19 in Kumbh Mela over five-day period..! #HindusSpreadCorona",en
Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head -  https://t.co/sgkK4myS0D  https://t.co/zX7I8Xoiid .,in
Wasn’t this expected and now make the situation even worse for all the states too ?   ⁦⁦@PMOIndia⁩ ⁦⁦@narendramodi⁩ ⁦@drharshvardhan⁩ ⁦@MoHFW_INDIA⁩  Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head  https://t.co/VIbmIjH2QX,en
Actor Karan Wahi Receives Death Threats &amp; Hate Messages After His Post On Naga Babas Gathering At Kumbh Mela Amidst COVID-19 Surge Goes Viral!  https://t.co/zJh5tjP7y8,en
@PMOIndia @MoHFW_INDIA @HMOIndia @UPGovt @CMOfficeUP Govt is waiting for people to die to take action.   Covid-19: 2nd largest akhada exits Kumbh Mela after Nirwani head   https://t.co/JR8BLiTxX9 Download the TOI app now:  https://t.co/HD2fzjUeUr,en
"30 sadhus at Kumbh Mela test positive for COVID-19,, https://t.co/Uws0O72YFo",en
